clean_text,label
benar banget pak pembangunan harus di lanjutkan agar bisa seimbang,positif
ganjar tuntaskan ikn pembangunan yang adil dan merata untuk indonesia,netral
pembangunan kembali ikn untuk mewujudkan keadilan dan merata nya pembangunan nagi seluruh rakyat indonesia,netral
bersama ganjar mahfud kita tuntaskan ikn tetap semangat semuanya,netral
bersama pak ganjar mari kita tuntaskan pembangunan ikn bersama,netral
tentunya semangat harus terus dipupuk apa yang sudah dimulai harus dilanjutkan tetap semangat semuanya demi menggapai cita cita bersama,positif
dengan terwujudnya pembangunan yang adil dan merata maka rakyat sejahtera,positif
sudah terlihat kan ya yang terbaik disini siapa ya jelas pak ganjar dong,negatif
semoga dari ikan bisa membangkitkan ekonomi indonesia,positif
pembangunan ikn yang nantinya menjadi ibu kota negara baru negara indonesia,netral
semoga dengan dibangunnya ikn nanti bisa mengurangi ketimpangan pembangunan,positif
ikn memang harus dilanjutkan itu adalah cita cita bangsa yang sejak lama,positif
ikn itu proyek real estate oligarki hitam untuk mengembalikan modalnya yang bangkrut di reklamasi jakarta,netral
indonesia perlu gebrakan untuk mewujudkan impian nenek moyang kita,netral
harus banget dilanjutkan untuk pembangunan yang merata,positif
semoga tidak hanya ikn saja ya apa yang di tuntaskan bisa menuntaskan semua nya yang ada di indonesia,positif
kunjungan ini membuktikan bahwa pak ganjar serius dalam mewujudkan pembangunan yang berpihak pada keadilan sosial,positif
apa ganjar melakukan semua itu untuk rakyat dan karena rakyat sosok presiden yang the best,positif
semoga kita bisa tuntaskan pembangunan untuk indonesia yang lebih baik,positif
langkah pak ganjar yang ingin melanjutkan ikn sebagai langkah untuk menggerus ketimpangan pembangunan menunjukkan visi yang inklusif dan holistik,netral
harus banget sesuai uu biar enggak melanggar hukum dan konstitusi di indonesia,positif
melanjutkan yang sudah ada tugas kita ya pakk,netral
uud saja bisa diamandemen apalagi uu ikn chuaxs ambyar paradoks reformasi hukum n demokrasi hehehe prikitiw,negatif
bersama ganjar mahfud kita wujudkan komitmen pembangunan ikn semoga terwujud ya pak,netral
enggak melanjutkan bagaimana kan capres dan modus periode kan ikn sudah di ritual di berjoget pesta para makelar ikn,negatif
ganjar tuntaskan proyek ikn dan pembangunan akan menyeluruh hingga ke plosok daerah terutama unk akses jalan daerah luar jawa,netral
ikn on progress pak ganjar akan menjadi pemenang,netral
pilih ganjar mahfud untuk keberlanjutan pembangunan ikn,netral
ganjar akan menyelesaikan semua program yang akan datang,netral
pilih pasangan ganjar mahfud untuk indonesia berkeadilan dan bermartabat,netral
melanjutkan pembangunan proyek ikn dapat menggerus ketimpangan pembangunan,netral
dengan ikn indonesia bergerak menuju pemerataan pembangunan,netral
ikn transformasi bukan hanya pelaksanaan undang undang semata,netral
untuk menuju indonesia unggul ikn bersma pak ganjar tetap lanjut,netral
bersama pak ganjar ikn bisa lanjut untuk mewujudkan harapan rakyat,netral
masyarakat harus terlibat dalam proses pembangunan ikn agar pembangunan ikn dapat berjalan dengan baik dan sesuai dengan harapan masyarakat,netral
ikn baru diharapkan dapat menciptakan pusat pusat pertumbuhan ekonomi baru dan memaksimalkan potensi sumber daya daerah,netral
memang prestasi ganjar apa,negatif
pembangunan ikn harus dilakukan dengan memperhatikan prinsip prinsip pembangunan berkelanjutan termasuk aspek lingkungan dan sosial,netral
peleburan jawa centris serta pemerataan sdm,netral
selain pembangunan ikn untuk pemerataan agar tidak ada ketimpangan,netral
proyek ikn adalah produk undang undang bertujuan pemindahan ibukota baru,netral
ikn memang harus dilanjutkan yang mana itu cita cita bangsa yang sejak lama,positif
ikn adalah sebuah rencana pemerataan pembangunan dan ekonomi,netral
ikn pembangunan indonesia bukan milik perorangan ganjar tinyaskan pembangunan ikn,netral
amin semoga dengan adanya ikn akan mewujudkan pembangunan yang merata,positif
pembangunan yang harus di lanjutkan dan di selesaikan untuk mewujudkan indonesia,netral
bismillah tuntaskan ikn untuk wujudkan pembangunan yang adil,netral
tuntaskan ikn bersama ganjar mahfud untuk ratakan pembangunan,netral
cara berpikirmu beda bos makanya enggak cocok jadi bacapres,negatif
berarti kaki tangan siapa dong seandainya benar prasangka anda,negatif
pak ganjar mulai datang untuk mengunjungi ikn semoga pak ganjar bisa meneruskannya nanti,netral
lanjutkan tapi pakai barang daam negeri ya pak,netral
pak ganjar selalu konsisten bahwa sesuatu regulasi yang sudah dibuat dan disepakati harus dilaksanakan,positif
saya yakin pak ganjar mampu menuntaskan ikn ini sebagai bentuk komitmen untuk tidak adalagi ketimpangan pembangunan,positif
kita butuh pemimpin seperti pak ganjar yang sat set,netral
kalau sudah ada program nya alangkah baiknya memang tetap dilanjutkan,netral
terus semangat membangun bangsa indonesia yang lebih maju,positif
mari lanjutkan untuk mewujudkan pembangunan yang merata,positif
pak ganjar sosok pemimpin yang akan mewujudkan harapan kita,positif
indonesia membutuhkan pemimpin ynag berani seperti pak ganjar,netral
memang pokoknya kalau sudah sama pak ganjar jangan diraguin lagi,negatif
kemarin menyerang jkw lihat suara turung jilat jkw lagi mau mimpin takut suara hilang oposan saja sekalian,negatif
ikn dari era soekarno,netral
ayo maju bersama pak ganjar mahfud,netral
nusantara yang ada sat ini banyak ketimpangannya,negatif
satukan tekat untuk memenangkan ganjar mahfud,netral
ikn akan dilanjutkan oleh pak ganjar mahfud,netral
mewujudkan ikn dan melanjutkan program keberlanjutan yang dinamakan cita cita bangsa,netral
semoga kelak bisa menjadikan indonesia maju,positif
pak ganjar mah paling the best kalau masalah pembangunan,positif
pak ganjar tengok ikn untuk melihat bahwa ikn layak untuk di tuntaskan dan langsung memberikan janji untuk penutasan ikn sesuai target,netral
niat yang baik harus didukung semoga yang diharapkan bisa terwujud,positif
memang enggak salah lagi pak ganjar orang yang tepat untuk meneruskan program pembangunan ikn yang telah dimulai,positif
dalam setiap rapat kabinet pak ganjar secara konsisten menekankan pentingnya memberikan prioritas pada daerah yang masih tertinggal dalam proses pembangunan,netral
pak ganjar berfokus pada pembentukan kerangka regulasi yang mendukung kelancaran dan keberlanjutan ikn untuk jangka panjang,netral
dalam kunjungan ke proyek proyek ikn pak ganjar secara langsung berinteraksi dengan masyarakat untuk memastikan keberlanjutan program ini memberikan manfaat yang nyata,netral
dengan pendekatan inklusif pak ganjar menggandeng sektor swasta pemerintah daerah dan masyarakat sipil untuk bersama sama mengawal kelanjutan ikn,netral
pak ganjar memanfaatkan media sosial dan platform daring untuk menyebarkan informasi tentang progres ikn dan mengajak partisipasi publik,netral
dalam setiap pertemuan bilateral dengan negara negara mitra pak ganjar mengadvokasi pentingnya kerjasama internasional dalam mendukung ikn sebagai proyek pembangunan berskala besar,netral
apresiasi tinggi untuk pak ganjar yang gigih dalam mewujudkan ikn menunjukkan komitmennya terhadap pembangunan yang merata,positif
pak ganjar menggelar pertemuan rutin dengan para ahli ekonomi dan pembangunan untuk memastikan keberlanjutan ikn sesuai dengan standar terbaik,netral
pak ganjar memberikan dorongan kuat untuk melibatkan seluruh elemen masyarakat dalam mengaktifkan ikn,netral
pak ganjar mengidentifikasi potensi potensi baru dalam setiap fase ikn agar proyek ini tetap relevan dan mampu menyelesaikan masalah masalah yang muncul,netral
agar pembangunan bisa merata ke seluruh indonesia,netral
wiiihhh apa kalau apa ganjar yang menerus kan sih ok banget deh pokonyab,positif
ayo bersama pak ganjar tuntaskan ikn yuk,netral
semangat bangun bangsa yang sejahtera di penjuru tanah air pak,positif
lebih bagus bukan,positif
semoga pembangunan ikn ini membuat pembangunan kota kota kecil lebih adil dan merata dan tidak menciptakan ketimpangan baru,positif
hormat saya untuk pak ganjar ikn menunjukkan kepedulian pada setiap lapisan masyarakat,netral
inspiratif banget pak ganjar ikn bukan hanya program tapi harapan akan keadilan,positif
ikn adalah langkah awal terbentuknya ikon bangsa yang akan mendunia,netral
jadi komitmen yang serius untuk indonesia,positif
sosok pak ganjar menginspirasi ikn bukan hanya wacana tapi tindakan nyata menuju keadilan pembangunan,netral
bersama ganjar mahfud wujud kan pembangunan yang adil,netral
saya dukung sepenuh hati pembangunan ikn ini untuk mewujudkan pembangunan yang adil dan merata,positif
kita semua tentunya menginginkan pemerintahan yang adil dan merata agar pembangunan bisa dinikmati oleh seluruh rakyat indonesia,positif
kan akan dikaji ulang rasanya asn yang sebenarnya tidak setuju tidak mau dan atau khawatir pindah dipindahkan ke kalimantan akan setuju dengan hal ini benar apa benar,negatif
jangan khawatir pak ganjar dan pak mahfud akan melanjutkan pembangunan di ikn,netral
yes tapi pak ganjar dan pak mahfud yang akan meneruskan pembangunan di ikn,netral
sudah dapat dana kampaye dari cukong ya wkwkkw budak oligarki,negatif
komitmen dari pak ganjar untuk melanjutkan yang baik agar pembangunan merata,positif
harus dilanjutkan lagi dan dituntaskan dengan sebaik mungkin ganjar tuntaskan ikn,netral
anjay mau mengurus skala besarr,negatif
hanya tiga kata ganjar mahfud sama nang satukan suara untuk memilih ganjar mahfud,netral
satukan suara untuk terus mendukung ganjar mahfud sama nang,netral
soal pembangunan ikn percayakan saja pada pak ganjar pranowo,netral
dari sinilah semua akan bermula dengan baik,positif
bersama pak ganjar pranowo dan mahfud md mari selesaikan ikn,netral
demi rakyat dan agar pembangunan merata salut pak,positif
percepatan pembangunan pokoknya bapak pasti bisa,positif
pak jokowi punya rancangan ikn dan pak ganjar pranowo untuk menyempurnakan,netral
semoga melalui ikn kita dapat mencapai kemajuan yang signifikan dalam memberantas kemiskinan dan ketimpangan di indonesia,positif
dalam menjalankan ikn penting bagi pemerintah untuk melibatkan semua stakeholder dan mendengarkan suara rakyat,netral
ini dia yang aku salut kan dari pak ganjar beliau melanjutkan perjuangan pak jkw bukan malah bikin program aneh,positif
ikn harus dilanjutkan lagi dengan kepemimpinan pak ganjar yang terbaik,positif
melalui ikn pak ganjar berupaya untuk mengurangi kesenjangan sosial dan ekonomi antara daerah yang maju dan daerah yang tertinggal di indonesia,netral
atau banjir di arah ke pelabuhan di perbaiki dulu baru lah nyalon ini jelas gagal di daerah malah nyalon kan lawak,negatif
melalui ikn pak ganjar berusaha menciptakan kesempatan yang sama bagi seluruh rakyat indonesia untuk mendapatkan manfaat dari pembangunan,netral
pak ganjar menunjukkan komitmen yang kuat dalam memulai dan melanjutkan program ikn menunjukkan keberpihakan pada pembangunan yang adil dan merata,positif
yuk tetap fokus dukungan kuat untuk bapa ganjar ikn hanya boleh ditangan yang tepat yaitu bapa ganjar,netral
di tangan pak ganjar proyek ikn b yang bisa diselesaikan,netral
pemimpin yang benar benar tahu apa yang dibutuhkan oleh masyarakat sukses selalu pakdhe,positif
pembangunan merata adalah hal yang diimpikan oleh setiap masyarakat sukses selalu pakdhe,positif
ikn lebih tepat dilanjutkan ditangan pak ganjar,netral
semoga setelah pembangunan ikn ini dapat mengurangi ketimpangan pembangunan di seluruh indonesia,positif
yang didulukan itu masalah gizi pendidikan pelayanan kesehatan dan ekonomi baru setelah itu bahas ikn,netral
ini bukan hanya wacana tapi langkah konkret untuk merubah nasib rakyat optimalkan ikn untuk keadilan pembangunan yang sesungguhnya,netral
konsep merata tapi aceh bagaimana dana untuk pangan dan kesehatan kalian pakai anggaran kalian bebankan ke rakyat dasar pengecut kemerdekaan bangsat kalian,negatif
dengan fokus pada pembangunan yang merata pak ganjar memperlihatkan kepemimpinan yang berorientasi pada hasil dan dampak positif bagi masyarakat indonesia secara keseluruhan,positif
yang dinanti kan oleh warga dong,positif
dengan mengedepankan pembangunan merata dari nusantara pak ganjar pranowo menunjukkan kepekaan terhadap kebutuhan daerah daerah yang mungkin terabaikan,positif
menyesal karena memberi nilai sama pak lurah ayam sayur,negatif
jokowi memang sempat berharap ganjarlah penerusnya tapi itu dulu sebelum ganjar mengkhianati pildun lu jokowi setelah tahu ganjar lebih memilih jadi kacung megawati jokowi pun langsung sadar ganjar sama sekali tidak pantas jadi presiden ri ganjar no more,negatif
kami yakin pak ganjar akan menuntaskan ikn,netral
semoga saja segera terwujud,positif
iya benar harus dilanjutkan tapi enggak usah buru tunggu ada duit dana yang ada mending buat gaji guru honorer tapi resikonya kalau pendidikan berhasil dan rakyat jadi pintar partai anda enggak laku bagaimana,negatif
iyes semua juga berharap begitu pak karena ini menyangkut masa depan bangsa,positif
dengan adanya ini pembangunan diharapkan merata dan juga rakyat kecil bisa sejahtera,positif
ganjar masih mengais ais sisa endorsement,netral
dituntaskan dan semoga ini yang terbaik deh dan enggak merugikan rakyat kecil,positif
setuju sih sama adanya ikn karena pembangunan juga harus merata,positif
all ini ganjar tuntaskan ikn,netral
kalo enggak di teruskan jadi hambalang,negatif
menyerang pak jokowinya tetap berlanjut mengharap berkah suaranya juga dilakukan cerdas sekali dayung dua tidak pulau terlampaui semoga enggak tenggelam ya,positif
ikn menanti kedatangan pak ganjar pemimpin yang merakyat,positif
sudah saatnya pak ganjar yang melanjutkan pembangunan ikn,netral
lanjutkan pak karena hanya pak ganjar capres yang bisa,netral
agak miris ya melihat ketidakmerataan pembangunan di indonesia,negatif
mas dari jaman soekarno memang sudah ada rencana pindah ikn beban jakarta terlalu berat mas apalagi studi ilmiah prediksi jakarta akan tenggelam sekarang saja jakut sudah dibawah permukaan laut,negatif
wah enggak ada gagasan lain selain melanjutkan ta minggir dulu ke paslon lainnya,negatif
ikn harus dilanjutkan bersama ganjar mahfud insyaallah sukses,netral
mari kita tuntaskan ikn bersama ganjar mahfud,netral
memang pembangunan yang adil dan merata dengan membangun ikn coba jelaskan secara akademis,netral
mari bersama ganjar mahfud kita wujudkan indonesia maju dan berkembang,netral
bersama pak ganjar kita tuntaskan ikn,netral
ikn cuma pusat pemerintahan bukan pusat bisnis dan perekonomian pusat bisnis dan perekonomian tetap di jakarta,netral
lanjutkan perjuangan pemimpin sebelumnya pak kami semua disini mendukung penuh agar pak ganjar bisa terpilih,positif
setuju pak jangan dibiarkan mangkrak harus diteruskan hal ini demi mendukung pemerataan pembangunan di indonesia,positif
ikn ikatan keluarga nusantara adalah sebuah inisiatif untuk memajukan pembangunan yang adil dan merata di seluruh indonesia,netral
kepada pak ganjar kita serahkan ikn sampai tuntas,netral
kalau mau pemerataan tidak hanya di kota tapi di banyak kota,netral
melanjutkan ikn adalah komitmen yang harus dilaksanakan agar tidak ada lagi ketimpangan antara provinsi ataupun kota kota yang ada di indonesia semoga ganjar mahfud bisa melaksanakan komitmen ini untuk indonesia yang lebih unggul,positif
komitmen menggerus ketimpangan antar daerah ikn harus terus berlanjut untuk pemerataan pembangunan,netral
wah pak ganjar sudah berkunjung ya untuk melihat pembangunan ikn,netral
mending bangun jateng yang waaaw bisa mengalahkan jakarta itu baru yes,positif
wah enggak sabar bagaimana ya nanti kalau sudah jadi,negatif
mari wujudkan harapan rakyat dengan pembangunan yang merata,positif
yang sekarang baik akan dilanjutkan dan yang kurang baik akan dievaluasi ganjar pranowo dengan tegas akan melanjutkan ikn,netral
ikn harus tetap dilanjutkan hanya pak ganjar yang bisa melanjutkan kinerja jokowi,netral
mari kita doakan agar indonesia akan dipimpin oleh orang yang tepat seperti pak ganjar pranowo yang juga akan mengurusi ibu kota masa depan kita ikn,positif
sudah tahu belum kunjungan presiden jokowi berikutnya kemana biar bp bisa pesan tiket dan beekunjung lebih dulu,netral
sudah jelas pak ganjar yang akan melanjutkan proyek itu soalnya yang bakal meneng kan paslon,netral
melanjutkan pembangunan ikn menjadi komitmen pal ganjar untuk menggerus ketimpangan pembangunan,netral
keren nih pak ganjar melanjutkan ikn ini merupakan kota untuk anak muda pertama yang dibangun mantap pak,positif
semoga pembangunan di indonesia bisa makin merata dan adil bagi seluruh rakyat indonesia supaya tidak ada lagi ketimpangan pembangunan,positif
ikn adalah visi bung karno yang di wujudkan jokowi sudah dipastikan ganjar mahfud dapat mempercepat pembangunannya,netral
harapan untuk mewujudkan pembangunan yang adil dan merata dari nusantara menunjukkan semangat untuk membentuk masyarakat yang seimbang di mana setiap warga negara dapat merasakan dampak positif pembangunan secara merata,positif
dimulainya proyek ikn merupakan langkah positif dalam menghadirkan visi pembangunan yang tidak hanya mengacu pada undang undang tetapi juga pada komitmen mengurangi ketimpangan pembangunan di seluruh indonesia,positif
karena sudah menjadi uu maka pembangunan di ikn harus terus dilanjutkan,netral
optimis pasangan ganjar mahfud akan menang di putaran pertama,netral
setuju pak lanjutkan ikn semoga terwujud apa yang di cita citakan amin,positif
coba cari tahu dulu bedanya uu dan konstitusi,netral
semoga ikn tidak hanya membikin kota baru di kalimantan tapi benar pemerataan pembangunan yang harus benar dilakukan,positif
mulai normal narasinya hahaha tahan suara yang masih bisa ditahan pak sudah kebanyakan pindah kubu,negatif
maaf pak saya bertanya menurut bapak mana yang lebih penting membangun ikn atau fokus mengurusi urusan rakyat sebab itu dipastikan menelan anggaran yang besar bukanya bapak tahu kalau ekonomi rakyat sekarang lagi sulit,negatif
program se potensial ini memang sebaiknya dirampungkan ganjar tuntaskan ikn,netral
calon pemimpin yang akan hebat di masa depan nantinya bravo bapak ganjar pranowo,positif
bismillah dukung ganjar siap melanjutkan ikn,netral
indonesia membutuhkan pemimpin yang berani mengambil sikap tegas,netral
ada orang bertanya kenapa cuma di kalimantan hadeuuuh enggak mikir apa itu orang ya satu satu lah gantian lanjut pak,negatif
saya yakin pak ganjar pemimpin yang bisa membawa perubahan yang lebih baik lagi untuk indonesia,positif
saya dukung semua program pak ganjar termasuk program berkelanjutan ikn dari pak jokowi,positif
menjadi pemimpin juga harus mengambil nilai positif yang sebelumnya dan yang belum selesai bisa dilanjutkan mangat pak,positif
banyak pr yang ditinggalkan semoga bisa bapak teruskan,positif
ikn yang dibangun harus diselesaikan semoga bapak lah yang bisa menyelesaikan nya amin,positif
gaspol ganjar lanjutkan proyek ikn wujudkan pembangunan yang adil dan merata bagi seluruh rakyat indonesia,netral
dengan meratanya pembangunan maka tidak ada lagi ketimpangan sosial bismillah,positif
ikn terlalu besar coba jateng pak periode anda kemana saja banjir rob kemiskinan macet juana wadas ump terkecil lah kontenan banyak tapi penanganan enggak ada nasib jadi orang jateng yang di pimpin anda periode loh pak,negatif
rakyat indonesia akan terus semangat suarakan ganjar mahfud jadi presiden,netral
perjuangan nya tidak pernah bohong dan selalu nyata yaitu ganjar mahfud,positif
bersama pak ganjar untuk melanjutkan pembangunan ikn,netral
semoga apa yang sudah di mulai di pemerintahan pak jokowi segera dituntaskan di kepemimpinan bapak ke depannya,positif
gama adalah sosok solutif untuk indonesia maju dan sejahtera,positif
capres pertama yang datang ke ikn komitmen pak ganjar melanjutkan program pak jokowi,netral
kekuatan suara rakyat hanya untuk ganjar jadi presiden,negatif
terlalu semangat ada bencana,negatif
kasihan pembangunan di luar jawa yang masih tertinggal yuk bisa pak ratakan pembangunan nasional,negatif
memang berani bil yang baik dteruskan yang jelek dievaluasi ada jugayg bil begitu ya p anis,negatif
mari wujudkan ibu kota yang lebih baik dengan pembangunan yang tercanggih dan ter up date,positif
jika itu untuk kesejahteraan rakyat kita dukung ganjar pranowo tuntaskan pembangunan ikn,netral
benaar sekali pak pembangunan harus adil karena semua warga juga punyak hak yang sama,positif
dukung ganjar pranowo untuk lanjutkan pembangunan ikn,netral
menurut saya sih jangan di lanjutkan pak ganjar biarkan tanah kalimantan jadi tanah yang subur untuk paru paru dunia,negatif
proyek mimpi menyundul langit efek ekonomi membanting rakyat akibatnya harga bahan pokok jadi mahal akibat apbn disedot disini sadar ganjarrr,negatif
sejahtera selalu untuk bangsa bersama pemimpin yang bijaksana,positif
apakah ikn akan menjadi salah satu program kelanjutan jokowi yang akan dilaksanakan oleh apa ganjar,netral
gaspoll mari wujudkan indonesia sejahtera adil dan makmur bersama pak ganjar,netral
lanjutkan ikn jangan sampai jadi proyek mangkrak,negatif
ini lah playing victim pura ribut lah antara pdip dengan kubu jokowi buktinya sih ganjar dan mahfud cuman jongosnya sih jokowi mau dibawa kemana ini keadilan kesejahteraam masyarakat maka pilihlah no anies muhaimin aniesmuhaimin,negatif
mewujudkan pembangunan itu sangatlah dinantikan oleh seluruh masyarakat kita berujung indonesia sampai dengan ujung indonesia,positif
semua komitmen untuk terus meratakan pembangunan di indonesia sangatlah diinginkan oleh seluruh masyarakat,positif
pemahaman bahwa implementasi kebijakan nasional ikn harus dilanjutkan menunjukkan komitmen terhadap upaya pembangunan jangka panjang dan keberlanjutan,netral
calon pemimpin yang bijak bisa memilah dan memilih mana yang harus dilanjutkan dan mana yang musti dievakuasi,positif
tunjukkan pada dunia bahwa bapak memang orang yang komitmen terhadap pembangunan yang adil dan merata di indonesia,positif
semoga dengan berlanjutnya pembangunan ikn di kalimantan timur diharapkan dapat mendorong pembangunan di wilayah indonesia lainnya,positif
hanya pak ganjar yang mampu melanjutkan program kerja presiden jokowi,netral
wih sip joss pilihan pohon simbolik yang ditanam eks gubernur ku pohon kepel daripada pakdhe tanam pohon cendana,positif
pak ganjar terima kasih atas semangat dan tekad anda untuk melanjutkan pembangunan ikn,netral
yakin banget kalau pak ganjar lah orang yang tepat menjadi pemimpin dan melanjutkan tanggung jawab yang harus dilanjutkan,positif
gass pak biarkan paslon lain mengkritik ikn pak ganjar tetap akan maju,negatif
keren nih hebat pak ganjar dengan program dan segala persiapan yang matang yang sudah tidak pernah kami ragukan,positif
saya setuju dengan pak anies lebih baik danany di alokasikan ke masyarakat karena masyarakat tidak butuh ibukota baru yang di butuhkan hanya pekerjaan kesehatan gratis dan biaya pendidikan murah,positif
enggak usah di ragukan lagi kalau pak ganjar yang pegang pembangunan ikn ini pasti amanah,positif
mari wujudkan indonesia maju indonesia sejahtera bersama pak ganjar gaspol,netral
ini boleh calon presiden kita pak ganjar yang selalu memberikan inspirasi yang baik,positif
pemimpin yang punya konsep kemajuan bukan mengubah segala apa yang telah dimulai dan dilakukan lanjutkan pak ganjar mesti mustahil untuk jadi sempurna tapi kita tetap optimis bukan pesimis,positif
kalau lolos putaran dua saya pilih buat cadangan,netral
semoga kalau pak ganjar terpilih menjadi presiden nanti bisa mewujudkan pembangunan yang merata,positif
ini sih memang program yang harus dilanjutkan semoga sukses selalu untuk indonesia,positif
gaspol ganjar mahfud memperbaiki yang tidak baik meneruskan pembangunan untuk mewujudkan indonesia unggul,netral
kau itu kelakuan mu sama dengan ini,negatif
capres yang enggak punya wawasan kebangsaan jelas ikn itu bermasalah dan menimbulkan banyak resiko,negatif
kita wujudkan pak ganjar untuk menuntaskan ikn,netral
pembangunan ikn yang nanti akan menjadi ibu kota negara baru,netral
hanya ganjar mahfud yang jelas dengan program program nya tegas kan akan melanjutkan keberlangsungan proyek ikn di kalimantan timur,netral
setelah pembangunan ikn kira kira bakal bangun apa lagi ya,netral
ayo pak ganjar tuntaskan pembangunan ikn,netral
pembangunan yang merata dapat mensejahterakan rakyat,positif
wah pak ganjar sedang berkunjung ke ikn dan melihat progres pembangunan ikn,netral
rakyat butuh pembangunan yang adil coming soon,positif
sontak disana sini pendukung mulai bersuara untuk menyuarakan pak ganjar mahfud sama nang,netral
ikn bukan hanya proyek infrastruktur tapi juga simbol komitmen untuk mengatasi ketimpangan pembangunan semoga tercapai pembangunan yang adil dan merata di seluruh indonesia ya pak,positif
tuntaskan yang sudah dimulai ya pak,netral
pembangunan ikn harus dilanjutkan untuk kemajuan indonesia,netral
sangat setuju pak harus di lanjutkan dan pembangunan harus merata di setiap pelosok tanah air,positif
pak ganjar pasti melanjutkan proyek ikn ketika menjadi presiden baru indonesia,netral
tetap semangat pak tidak usah mendengarkan omongan orang bapak hebat bapak luar biasa pak ganjar,positif
sebagai masyarakat kita harus dukung program ini untuk kemajuan bangsa kedepannya,positif
apa enggak okkeh publik antusias tahu ganjar okkeh masingan stabile,netral
insya allah pak ganjar peranu akan melanjutkan ikn salam,netral
ikn adalah awal dari pembangunan pemerataan di indonesia dengan presiden baru yaitu paganjar ranau,netral
pak ganjar mahfud pasti bisa melanjutkan proyek ikn agar lebih maju,netral
melibatkan seluruh nusantara adalah langkah penting dalam mencapai tujuan ini,netral
ikn dapat menjadi instrumen yang efektif untuk mencapai tujuan pembangunan yang berkelanjutan,netral
pak ganjar jalur tol pantai selatan jabar jateng belum dibngun tol sampai sekarang bandung garut tasikmalaya macet melulu,negatif
tuntas kan ikn pak bungkam mulut comber yang suka bilang bapak enggak bisa kerja,negatif
bravo om ganjar karena sudah dimulai maka harus dilanjutkan,netral
semoga ketimpangan pembangunan bisa diratakan bersama pak ganjar,netral
yeeeep betul banget aura seorang pemimpin yang bijksana dan mngayomi rakyatnya sopan dan sangaat ramah kepada semua warga,positif
semangat pak ganjar untuk melanjutkan pembangunan ikn memulai dari ibu kota nusantara dan dilanjutkan dengan kota kota kecil lainnya demi memajukan indonesia,positif
betul kata ganjar ikn harus dilanjutkan,netral
jangan biarkan pak ganjar berjuang sendiri mari kita kawal,negatif
ikn harus terus dilanjutkan agar ibu kota negara baru bisa memberikan manfaat dan kebanggaan buat kita semua,positif
banyak yang mencuit banyak yang mencibir pak ganjar untuk melanjutkan pembangunan ikn tapi ingat suatu negara yang maju dan besar memulai semuanya dari apa yang sedang di kerjakan sampai tuntas sisanya akan terealisasikan pasti,positif
ikn akan terus berlanjut dan terwujud ditangan ganjar mahfud mari kita bersama mewujudkan impian yang tertunda ini,netral
apa yang kita mulai harus diselesaikan dan kita harus support terus proyek ini biar bisa menghasilkan kota yang canggih dan modern,positif
melanjutkan program presiden yang sebelumnya menjadi titik awal untuk kemajuan indonesia pak sisanya bisa bertahap,netral
masa hal kali yang sudah anda muntahkan mau di makan lagi gara kali elektabilitas enggak naik kali habis ini hilirisasi dsb dsb,negatif
nih buka mata kalian yang bilang pak ganjar enggak mau melanjutkan proyek ikn,negatif
aku sellu mendukung pembangunan ikn karena ikn kelak akan menjadi kebanggaan indonesia lanjuuutkan,positif
kadrun burix enggak boleh kzl merong kalau lu makin nyungsep bareng kadal yemen,negatif
pokoknya pak ganjar harus terus maju untuk memberikan yang terbaik bagi masa depan bangsa ini,positif
bersama pak ganjar mahfud tuntaskan ikn,netral
intinya yang baik diteruskan yang kurang baik diperbaiki tentunya ikn perlu dilanjutkan demi pemerataan pembangunan serta mengatasi ketimpangan sehingga tercapainya keadilan kemakmuran dan kemajuan bangsa indonesia,positif
alhamdulillah komitmenmu membangun negeri inilah yang menjadikan engkau pemimpin yang selalu dihati lanjutkan pak ganjar,positif
yang memang nyata baik dilanjutkan ketika yang ada hanya merugikan maka tinggalkan pak semangat bersama pak ganjar mahfud,negatif
ikn akan menjadi pemicu penguatan rantai nilai domestik di seluruh kawasan timur indonesia sekaligus di seluruh indonesia jadi harus dilanjutkan pembangunannya dan pak ganjat sangat berkomitmen akan hal itu,positif
memang buat siapa ikn itu,negatif
setuju pak karena ikn akan merepresentasikan keberagamana bangsa indonesia berdasarkan pancasila dan uud negara yang pada akhirnya ikn akan menjadi wujud kontribusi aktif indonesia bagi dunia,positif
indonesia pilihannya no ganjar mahfud pilihan kita semua ikn lanjutkan,netral
ganjar akan tuntaskan pembangunan ikn,netral
benar banget pak ikn harus kita lanjutkan siap melanjutkan untuk indonesia unggul no,positif
pak ganjar penerus pembangunan ibu kota nusantara semangat gaspol dukung ganjar mahfud,netral
betul pak kita bangsa indonesia harus bisa mendukung penuh pembangunan ikn demi kemajuan indonesia,positif
anda salah lihat sih soalnya yang jelas jelas kritik ikn anies enggak ada bukti juga ganjar mau nolak ikn kalau ada sih tolong kasih link beritanya,negatif
enggak salah lagi deh dengan pilihan ku yang selatan memikirkan kemajuan indonesia,positif
sudah sampai di ikn ya pak ganjar kunjunganya,netral
tanyakan jokowi soalnya itu proyek dia bukan proyek ganjar,netral
mari tuntaskan ikn bersama pak ganjar,netral
semoga ke depannya pembangunan di indonesia bisa merata dan adil sehingga tidak terjadi ketimpangan,positif
coba pak kalau kemarin pasangan prabowo ganjar kelar urusan bangsa ini tanpa main tikam saling tusukan ya kan pak,negatif
